Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
2002,4.6,"Per 100,000 population",group B Streptococcus,Case rates,Age,35-49 years old
2002,10.6,"Per 100,000 population",group B Streptococcus,Case rates,Age,50-64 years old
2002,23.8,"Per 100,000 population",group B Streptococcus,Case rates,Age,≥65 years old
2002,7,"Per 100,000 population",group B Streptococcus,Case rates,Race,Overall
2002,6.3,"Per 100,000 population",group B Streptococcus,Case rates,Race,White
2002,12.1,"Per 100,000 population",group B Streptococcus,Case rates,Race,Black
2002,2.8,"Per 100,000 population",group B Streptococcus,Case rates,Race,Other races
2002,0.4,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Early-onset
2002,0.3,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Late-onset
2002,0.4,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Overall
2002,0.3,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",White
2002,0.8,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Black
2002,0.4,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Other races
2002,0.3,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Overall
2002,0.2,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",White
2002,0.6,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Black
2002,0,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Other races
2002,0.7,"Per 100,000 population",group B Streptococcus,Death Rates,Overall,
2002,0.7,"Per 100,000 population",group B Streptococcus,Death Rates,Age,Overall
2002,4.7,"Per 100,000 population",group B Streptococcus,Death Rates,Age,<1 year old
2002,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,1 year old
2002,0.1,"Per 100,000 population",group B Streptococcus,Death Rates,Age,2-4 years old
2002,0.02,"Per 100,000 population",group B Streptococcus,Death Rates,Age,5-17 years old
2002,0.1,"Per 100,000 population",group B Streptococcus,Death Rates,Age,18-34 years old
2002,0.3,"Per 100,000 population",group B Streptococcus,Death Rates,Age,35-49 years old
2002,1.1,"Per 100,000 population",group B Streptococcus,Death Rates,Age,50-64 years old
2002,3.1,"Per 100,000 population",group B Streptococcus,Death Rates,Age,≥65 years old
2002,807,Counts,group B Streptococcus,Serotypes,Overall,Number of isolates
2002,19.1,Percent,group B Streptococcus,Serotypes,Overall,Ia
2002,7.9,Percent,group B Streptococcus,Serotypes,Overall,Ib
2002,11.5,Percent,group B Streptococcus,Serotypes,Overall,II
2002,16,Percent,group B Streptococcus,Serotypes,Overall,III
2002,3.2,Percent,group B Streptococcus,Serotypes,Overall,IV
2002,31.4,Percent,group B Streptococcus,Serotypes,Overall,V
2002,0.6,Percent,group B Streptococcus,Serotypes,Overall,"VI, VII, VIII or IX"
2002,10.3,Percent,group B Streptococcus,Serotypes,Overall,Non-typeable
2002,74,Counts,group B Streptococcus,Serotypes,"Infants, early-onset disease",Number of isolates
2002,25.7,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ia
2002,9.5,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ib
2002,12.2,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",II
2002,29.7,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",III
2002,0,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",IV
2002,18.9,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",V
2002,0,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",VI
2002,4.1,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Non-typeable
2002,61,Counts,group B Streptococcus,Serotypes,"Infants, late-onset disease",Number of isolates
2002,21.3,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ia
2002,4.9,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ib
2002,1.6,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",II
2002,50.8,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",III
2002,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",IV
2002,19.7,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",V
2002,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",VI
2002,1.6,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Non-typeable
2002,378,Counts,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Number of isolates
2002,20.9,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ia
2002,8.5,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ib
2002,13.5,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",II
2002,12.2,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",III
2002,3.7,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",IV
2002,28.6,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",V
2002,1.3,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old","VI, VII, VIII or IX"
2002,11.4,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Non-typeable
2004,0.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old","VI, VII, VIII or IX"
2004,7.3,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Non-typeable
2005,515,Counts,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Number of isolates
2005,24.1,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ia
2005,9.5,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ib
2005,13.8,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",II
2005,13.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",III
2005,3.5,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",IV
2005,28.9,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",V
2002,79.9,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia without focus
2002,12.1,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia with pnuemonia
2002,6.3,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Meningitis
2002,68.3,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia without focus
2002,4.2,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia with pnuemonia
2002,22.5,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Meningitis
2002,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Cefotaxime
2002,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Clindamycin**
2002,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Erythromycin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Penicillin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Vancomycin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Cefotaxime
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Clindamycin**
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Erythromycin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Penicillin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Vancomycin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Cefotaxime
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Clindamycin**
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Erythromycin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Penicillin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Vancomycin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Cefotaxime
2002,17,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Clindamycin***
2002,33.5,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Erythromycin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Penicillin
2002,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Vancomycin
2005,0,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old","VI, VII, VIII or IX"
2005,7,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Non-typeable
2006,443,Counts,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Number of isolates
2006,23.5,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ia
2006,8.1,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ib
2003,18200,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of survivals
2003,2175,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of deaths
2003,20375,Counts,group B Streptococcus,Number of cases and deaths,Overall,Total cases
2003,1200,Counts,group B Streptococcus,Number of cases and deaths,Infants,Early-onset cases
2003,1200,Counts,group B Streptococcus,Number of cases and deaths,Infants,Late-onset cases
2003,6.9,"Per 100,000 population",group B Streptococcus,Case rates,Overall,
2003,6.9,"Per 100,000 population",group B Streptococcus,Case rates,Age,Overall
2003,70.3,"Per 100,000 population",group B Streptococcus,Case rates,Age,<1 year old
2003,0.5,"Per 100,000 population",group B Streptococcus,Case rates,Age,1 year old
2003,0,"Per 100,000 population",group B Streptococcus,Case rates,Age,2-4 years old
2003,0.3,"Per 100,000 population",group B Streptococcus,Case rates,Age,5-17 years old
2003,2,"Per 100,000 population",group B Streptococcus,Case rates,Age,18-34 years old
2003,4.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,35-49 years old
2003,10,"Per 100,000 population",group B Streptococcus,Case rates,Age,50-64 years old
2003,25.4,"Per 100,000 population",group B Streptococcus,Case rates,Age,≥65 years old
2003,6.9,"Per 100,000 population",group B Streptococcus,Case rates,Race,Overall
2003,6.3,"Per 100,000 population",group B Streptococcus,Case rates,Race,White
2003,11.4,"Per 100,000 population",group B Streptococcus,Case rates,Race,Black
2003,2.9,"Per 100,000 population",group B Streptococcus,Case rates,Race,Other races
2003,0.31,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Early-onset
2003,0.32,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Late-onset
2003,0.31,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Overall
2003,0.27,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",White
2003,0.53,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Black
2003,0.16,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Other races
2003,0.32,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Overall
2003,0.24,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",White
2003,0.72,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Black
2003,0.1,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Other races
2003,0.74,"Per 100,000 population",group B Streptococcus,Death Rates,Overall,
2003,0.74,"Per 100,000 population",group B Streptococcus,Death Rates,Age,Overall
2003,2.9,"Per 100,000 population",group B Streptococcus,Death Rates,Age,<1 year old
2003,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,1 year old
2003,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,2-4 years old
2003,0.02,"Per 100,000 population",group B Streptococcus,Death Rates,Age,5-17 years old
2003,0.11,"Per 100,000 population",group B Streptococcus,Death Rates,Age,18-34 years old
2003,0.34,"Per 100,000 population",group B Streptococcus,Death Rates,Age,35-49 years old
2003,1.1,"Per 100,000 population",group B Streptococcus,Death Rates,Age,50-64 years old
2003,3.7,"Per 100,000 population",group B Streptococcus,Death Rates,Age,≥65 years old
2003,1133,Counts,group B Streptococcus,Serotypes,Overall,Number of isolates
2003,25.2,Percent,group B Streptococcus,Serotypes,Overall,Ia
2003,8.6,Percent,group B Streptococcus,Serotypes,Overall,Ib
2003,9.9,Percent,group B Streptococcus,Serotypes,Overall,II
2003,17.2,Percent,group B Streptococcus,Serotypes,Overall,III
2003,3.2,Percent,group B Streptococcus,Serotypes,Overall,IV
2003,28.9,Percent,group B Streptococcus,Serotypes,Overall,V
2003,0,Percent,group B Streptococcus,Serotypes,Overall,"VI, VII, VIII or IX"
2003,7.1,Percent,group B Streptococcus,Serotypes,Overall,Non-typeable
2003,76,Counts,group B Streptococcus,Serotypes,"Infants, early-onset disease",Number of isolates
2003,38.2,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ia
2003,7.9,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ib
2003,9.2,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",II
2003,19.7,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",III
2003,2.6,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",IV
2003,18.4,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",V
2003,0,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",VI
2003,3.9,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Non-typeable
2003,76,Counts,group B Streptococcus,Serotypes,"Infants, late-onset disease",Number of isolates
2003,25,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ia
2003,5.3,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ib
2003,2.6,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",II
2003,47.4,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",III
2003,1.3,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",IV
2003,17.1,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",V
2003,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",VI
2003,1.3,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Non-typeable
2003,513,Counts,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Number of isolates
2003,26.7,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ia
2003,9.9,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ib
2003,10.9,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",II
2003,13.5,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",III
2003,3.9,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",IV
2003,26.3,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",V
2003,0,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old","VI, VII, VIII or IX"
2003,8.8,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Non-typeable
2006,14.4,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",II
2006,9.7,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",III
2006,4.3,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",IV
2006,34.1,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",V
2006,0.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old","VI, VII, VIII or IX"
2006,5.6,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Non-typeable
2007,407,Counts,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Number of isolates
2007,25.3,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ia
2007,10.8,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ib
2003,77.1,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia without focus
2003,11.5,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia with pnuemonia
2003,5.3,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Meningitis
2003,68.9,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia without focus
2003,2.2,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia with pnuemonia
2003,22.2,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Meningitis
2003,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Cefotaxime
2003,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Clindamycin**
2003,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Erythromycin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Penicillin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Vancomycin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Cefotaxime
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Clindamycin**
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Erythromycin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Penicillin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Vancomycin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Cefotaxime
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Clindamycin**
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Erythromycin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Penicillin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Vancomycin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Cefotaxime
2003,17.2,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Clindamycin***
2003,38.7,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Erythromycin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Penicillin
2003,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Vancomycin
2007,10.6,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",II
2007,17.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",III
2007,5.9,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",IV
2007,29.7,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",V
2007,0.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old","VI, VII, VIII or IX"
2004,18595,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of survivals
2004,1780,Counts,group B Streptococcus,Number of cases and deaths,Overall,Number of deaths
2004,20375,Counts,group B Streptococcus,Number of cases and deaths,Overall,Total cases
2004,1375,Counts,group B Streptococcus,Number of cases and deaths,Infants,Early-onset cases
2004,1500,Counts,group B Streptococcus,Number of cases and deaths,Infants,Late-onset cases
2004,7.2,"Per 100,000 population",group B Streptococcus,Case rates,Overall,
2004,7.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,Overall
2004,73.5,"Per 100,000 population",group B Streptococcus,Case rates,Age,<1 year old
2004,0.5,"Per 100,000 population",group B Streptococcus,Case rates,Age,1 year old
2004,0.3,"Per 100,000 population",group B Streptococcus,Case rates,Age,2-4 years old
2004,0.3,"Per 100,000 population",group B Streptococcus,Case rates,Age,5-17 years old
2004,2.2,"Per 100,000 population",group B Streptococcus,Case rates,Age,18-34 years old
2004,4.7,"Per 100,000 population",group B Streptococcus,Case rates,Age,35-49 years old
2004,10.4,"Per 100,000 population",group B Streptococcus,Case rates,Age,50-64 years old
2004,22.7,"Per 100,000 population",group B Streptococcus,Case rates,Age,≥65 years old
2004,7.2,"Per 100,000 population",group B Streptococcus,Case rates,Race,Overall
2004,6.4,"Per 100,000 population",group B Streptococcus,Case rates,Race,White
2004,11.5,"Per 100,000 population",group B Streptococcus,Case rates,Race,Black
2004,4.7,"Per 100,000 population",group B Streptococcus,Case rates,Race,Other races
2004,0.36,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Early-onset
2004,0.39,"Per 1,000 live birth",group B Streptococcus,Case rates,"Infants, early and late-onset",Late-onset
2004,0.36,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Overall
2004,0.29,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",White
2004,0.65,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Black
2004,0.21,"Per 1,000 live birth",group B Streptococcus,Case rates,"Early-onset, by race",Other races
2004,0.39,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Overall
2004,0.3,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",White
2004,0.77,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Black
2004,0.32,"Per 1,000 live birth",group B Streptococcus,Case rates,"Late-onset, by race",Other races
2004,0.62,"Per 100,000 population",group B Streptococcus,Death Rates,Overall,
2004,0.62,"Per 100,000 population",group B Streptococcus,Death Rates,Age,Overall
2004,4.6,"Per 100,000 population",group B Streptococcus,Death Rates,Age,<1 year old
2004,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,1 year old
2004,0,"Per 100,000 population",group B Streptococcus,Death Rates,Age,2-4 years old
2004,0.02,"Per 100,000 population",group B Streptococcus,Death Rates,Age,5-17 years old
2004,0.11,"Per 100,000 population",group B Streptococcus,Death Rates,Age,18-34 years old
2004,0.33,"Per 100,000 population",group B Streptococcus,Death Rates,Age,35-49 years old
2004,0.8,"Per 100,000 population",group B Streptococcus,Death Rates,Age,50-64 years old
2004,2.8,"Per 100,000 population",group B Streptococcus,Death Rates,Age,≥65 years old
2004,1163,Counts,group B Streptococcus,Serotypes,Overall,Number of isolates
2004,26.5,Percent,group B Streptococcus,Serotypes,Overall,Ia
2004,7.5,Percent,group B Streptococcus,Serotypes,Overall,Ib
2004,11,Percent,group B Streptococcus,Serotypes,Overall,II
2004,14.8,Percent,group B Streptococcus,Serotypes,Overall,III
2004,2.8,Percent,group B Streptococcus,Serotypes,Overall,IV
2004,31.6,Percent,group B Streptococcus,Serotypes,Overall,V
2004,0.2,Percent,group B Streptococcus,Serotypes,Overall,"VI, VII, VIII or IX"
2004,5.7,Percent,group B Streptococcus,Serotypes,Overall,Non-typeable
2004,88,Counts,group B Streptococcus,Serotypes,"Infants, early-onset disease",Number of isolates
2004,30.7,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ia
2004,5.7,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Ib
2004,14.8,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",II
2004,28.4,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",III
2004,3.4,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",IV
2004,14.8,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",V
2004,1.1,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",VI
2004,1.1,Percent,group B Streptococcus,Serotypes,"Infants, early-onset disease",Non-typeable
2004,95,Counts,group B Streptococcus,Serotypes,"Infants, late-onset disease",Number of isolates
2004,17.9,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ia
2004,11.6,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Ib
2004,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",II
2004,51.6,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",III
2004,3.2,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",IV
2004,13.7,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",V
2004,0,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",VI
2004,2.1,Percent,group B Streptococcus,Serotypes,"Infants, late-onset disease",Non-typeable
2004,525,Counts,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Number of isolates
2004,27.8,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ia
2004,6.9,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Ib
2004,12.4,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",II
2004,10.7,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",III
2004,3.2,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",IV
2004,33,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",V
2004,0,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old","VI, VII, VIII or IX"
2004,6.1,Percent,group B Streptococcus,Serotypes,"Adults, 18-64 years old",Non-typeable
2007,0.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Non-typeable
2008,499,Counts,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Number of isolates
2008,25.3,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ia
2008,10.2,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",Ib
2008,14.4,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",II
2008,12.8,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",III
2008,5,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",IV
2008,31.9,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old",V
2008,0.4,Percent,group B Streptococcus,Serotypes,"Adults, ≥ 65 years old","VI, VII, VIII or IX"
2004,81.7,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia without focus
2004,8,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Bacteremia with pnuemonia
2004,6.9,Percent,group B Streptococcus,Syndromes,"Infants, early-onset disease",Meningitis
2004,62.3,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia without focus
2004,3.7,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Bacteremia with pnuemonia
2004,27.7,Percent,group B Streptococcus,Syndromes,"Infants, late-onset disease",Meningitis
2004,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Cefotaxime
2004,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Clindamycin**
2004,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Erythromycin
2004,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Penicillin
2004,0,Percent,group B Streptococcus,Antibiotic resistance,Overall,Vancomycin
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Cefotaxime
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Clindamycin**
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Erythromycin
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Penicillin
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, early-onset disease",Vancomycin
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Cefotaxime
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Clindamycin**
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Erythromycin
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Penicillin
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Infants, late-onset disease",Vancomycin
2004,0,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Cefotaxime
2004,21.4,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Clindamycin***
2004,43.6,Percent,group B Streptococcus,Antibiotic resistance,"Adults, 18-64 years old",Erythromycin
